date,product,category,store,price,sales,revenue
2022-08-21,iPhone 14,Electronics,Mumbai Store,80000,29,2320000
2022-08-21,iPhone 14,Electronics,Chandigarh Store,80000,24,1920000
2022-08-21,Samsung TV,Electronics,Delhi Store,50000,48,2400000
2022-08-21,Samsung TV,Electronics,Mumbai Store,50000,34,1700000
2022-08-21,Samsung TV,Electronics,Chandigarh Store,50000,28,1400000
2022-08-21,Nike Shoes,Fashion,Delhi Store,5000,25,125000
2022-08-21,Nike Shoes,Fashion,Mumbai Store,5000,34,170000
2022-08-21,Nike Shoes,Fashion,Chandigarh Store,5000,34,170000
2022-08-21,Levi Jeans,Fashion,Delhi Store,3000,45,135000
2022-08-21,Levi Jeans,Fashion,Mumbai Store,3000,39,117000
2022-08-21,Levi Jeans,Fashion,Chandigarh Store,3000,56,168000
2022-08-21,Milk 1L,Grocery,Delhi Store,60,57,3420
2022-08-21,Milk 1L,Grocery,Mumbai Store,60,42,2520
2022-08-21,Milk 1L,Grocery,Chandigarh Store,60,19,1140
2022-08-21,Bread,Grocery,Delhi Store,40,48,1920
2022-08-21,Bread,Grocery,Mumbai Store,40,52,2080
2022-08-21,Bread,Grocery,Chandigarh Store,40,31,1240
2022-08-21,Washing Machine,Appliances,Delhi Store,25000,22,550000
2022-08-21,Washing Machine,Appliances,Mumbai Store,25000,41,1025000
2022-08-21,Washing Machine,Appliances,Chandigarh Store,25000,34,850000
2022-08-21,Laptop HP,Electronics,Delhi Store,60000,19,1140000
2022-08-21,Laptop HP,Electronics,Mumbai Store,60000,35,2100000
2022-08-21,Laptop HP,Electronics,Chandigarh Store,60000,35,2100000
2022-08-22,iPhone 14,Electronics,Delhi Store,80000,24,1920000
2022-08-22,iPhone 14,Electronics,Mumbai Store,80000,51,4080000
2022-08-22,iPhone 14,Electronics,Chandigarh Store,80000,12,960000
2022-08-22,Samsung TV,Electronics,Delhi Store,50000,51,2550000
2022-08-22,Samsung TV,Electronics,Mumbai Store,50000,23,1150000
2022-08-22,Samsung TV,Electronics,Chandigarh Store,50000,44,2200000
2022-08-22,Nike Shoes,Fashion,Delhi Store,5000,29,145000
2022-08-22,Nike Shoes,Fashion,Mumbai Store,5000,19,95000
2022-08-22,Nike Shoes,Fashion,Chandigarh Store,5000,33,165000
2022-08-22,Levi Jeans,Fashion,Delhi Store,3000,37,111000
2022-08-22,Levi Jeans,Fashion,Mumbai Store,3000,42,126000
2022-08-22,Levi Jeans,Fashion,Chandigarh Store,3000,32,96000
2022-08-22,Milk 1L,Grocery,Delhi Store,60,35,2100
2022-08-22,Milk 1L,Grocery,Mumbai Store,60,19,1140
2022-08-22,Milk 1L,Grocery,Chandigarh Store,60,44,2640
2022-08-22,Bread,Grocery,Delhi Store,40,15,600
2022-08-22,Bread,Grocery,Mumbai Store,40,51,2040
2022-08-22,Bread,Grocery,Chandigarh Store,40,19,760
2022-08-22,Washing Machine,Appliances,Delhi Store,25000,38,950000
2022-08-22,Washing Machine,Appliances,Mumbai Store,25000,22,550000
2022-08-22,Washing Machine,Appliances,Chandigarh Store,25000,44,1100000
2022-08-22,Laptop HP,Electronics,Delhi Store,60000,34,2040000
2022-08-22,Laptop HP,Electronics,Mumbai Store,60000,30,1800000
2022-08-22,Laptop HP,Electronics,Chandigarh Store,60000,44,2640000
2022-08-23,iPhone 14,Electronics,Delhi Store,80000,24,1920000
2022-08-23,iPhone 14,Electronics,Mumbai Store,80000,26,2080000
2022-08-23,iPhone 14,Electronics,Chandigarh Store,80000,29,2320000
2022-08-23,Samsung TV,Electronics,Delhi Store,50000,16,800000
2022-08-23,Samsung TV,Electronics,Mumbai Store,50000,44,2200000
2022-08-23,Samsung TV,Electronics,Chandigarh Store,50000,47,2350000
2022-08-23,Nike Shoes,Fashion,Delhi Store,5000,30,150000
2022-08-23,Nike Shoes,Fashion,Mumbai Store,5000,32,160000
2022-08-23,Nike Shoes,Fashion,Chandigarh Store,5000,27,135000
2022-08-23,Levi Jeans,Fashion,Delhi Store,3000,37,111000
2022-08-23,Levi Jeans,Fashion,Mumbai Store,3000,33,99000
2022-08-23,Levi Jeans,Fashion,Chandigarh Store,3000,47,141000
2022-08-23,Milk 1L,Grocery,Delhi Store,60,27,1620
2022-08-23,Milk 1L,Grocery,Mumbai Store,60,8,480
2022-08-23,Milk 1L,Grocery,Chandigarh Store,60,37,2220
2022-08-23,Bread,Grocery,Delhi Store,40,45,1800
2022-08-23,Bread,Grocery,Mumbai Store,40,45,1800
2022-08-23,Bread,Grocery,Chandigarh Store,40,23,920
2022-08-23,Washing Machine,Appliances,Delhi Store,25000,20,500000
2022-08-23,Washing Machine,Appliances,Mumbai Store,25000,36,900000
2022-08-23,Washing Machine,Appliances,Chandigarh Store,25000,29,725000
2022-08-23,Laptop HP,Electronics,Delhi Store,60000,17,1020000
2022-08-23,Laptop HP,Electronics,Mumbai Store,60000,37,2220000
2022-08-23,Laptop HP,Electronics,Chandigarh Store,60000,23,1380000
2022-08-24,iPhone 14,Electronics,Delhi Store,80000,7,560000
2022-08-24,iPhone 14,Electronics,Mumbai Store,80000,14,1120000
2022-08-24,iPhone 14,Electronics,Chandigarh Store,80000,36,2880000
2022-08-24,Samsung TV,Electronics,Delhi Store,50000,25,1250000
2022-08-24,Samsung TV,Electronics,Mumbai Store,50000,47,2350000
2022-08-24,Samsung TV,Electronics,Chandigarh Store,50000,40,2000000
2022-08-24,Nike Shoes,Fashion,Delhi Store,5000,19,95000
2022-08-24,Nike Shoes,Fashion,Mumbai Store,5000,20,100000
2022-08-24,Nike Shoes,Fashion,Chandigarh Store,5000,10,50000
2022-08-24,Levi Jeans,Fashion,Delhi Store,3000,32,96000
2022-08-24,Levi Jeans,Fashion,Mumbai Store,3000,15,45000
2022-08-24,Levi Jeans,Fashion,Chandigarh Store,3000,42,126000
2022-08-24,Milk 1L,Grocery,Delhi Store,60,18,1080
2022-08-24,Milk 1L,Grocery,Mumbai Store,60,23,1380
2022-08-24,Milk 1L,Grocery,Chandigarh Store,60,10,600
2022-08-24,Bread,Grocery,Delhi Store,40,10,400
2022-08-24,Bread,Grocery,Mumbai Store,40,36,1440
2022-08-24,Bread,Grocery,Chandigarh Store,40,36,1440
2022-08-24,Washing Machine,Appliances,Delhi Store,25000,25,625000
2022-08-24,Washing Machine,Appliances,Mumbai Store,25000,38,950000
2022-08-24,Washing Machine,Appliances,Chandigarh Store,25000,11,275000
2022-08-24,Laptop HP,Electronics,Delhi Store,60000,32,1920000
2022-08-24,Laptop HP,Electronics,Mumbai Store,60000,39,2340000
2022-08-24,Laptop HP,Electronics,Chandigarh Store,60000,41,2460000
2022-08-25,iPhone 14,Electronics,Delhi Store,80000,48,3840000
2022-08-25,iPhone 14,Electronics,Mumbai Store,80000,12,960000
2022-08-25,iPhone 14,Electronics,Chandigarh Store,80000,39,3120000
2022-08-25,Samsung TV,Electronics,Delhi Store,50000,31,1550000
2022-08-25,Samsung TV,Electronics,Mumbai Store,50000,33,1650000
2022-08-25,Samsung TV,Electronics,Chandigarh Store,50000,25,1250000
2022-08-25,Nike Shoes,Fashion,Delhi Store,5000,26,130000
2022-08-25,Nike Shoes,Fashion,Mumbai Store,5000,26,130000
2022-08-25,Nike Shoes,Fashion,Chandigarh Store,5000,12,60000
2022-08-25,Levi Jeans,Fashion,Delhi Store,3000,30,90000
2022-08-25,Levi Jeans,Fashion,Mumbai Store,3000,23,69000
2022-08-25,Levi Jeans,Fashion,Chandigarh Store,3000,15,45000
2022-08-25,Milk 1L,Grocery,Delhi Store,60,34,2040
2022-08-25,Milk 1L,Grocery,Mumbai Store,60,37,2220
2022-08-25,Milk 1L,Grocery,Chandigarh Store,60,31,1860
2022-08-25,Bread,Grocery,Delhi Store,40,21,840
2022-08-25,Bread,Grocery,Mumbai Store,40,25,1000
2022-08-25,Bread,Grocery,Chandigarh Store,40,19,760
2022-08-25,Washing Machine,Appliances,Delhi Store,25000,27,675000
2022-08-25,Washing Machine,Appliances,Mumbai Store,25000,33,825000
2022-08-25,Washing Machine,Appliances,Chandigarh Store,25000,45,1125000
2022-08-25,Laptop HP,Electronics,Delhi Store,60000,23,1380000
2022-08-25,Laptop HP,Electronics,Mumbai Store,60000,35,2100000
2022-08-25,Laptop HP,Electronics,Chandigarh Store,60000,48,2880000
2022-08-26,iPhone 14,Electronics,Delhi Store,80000,11,880000
2022-08-26,iPhone 14,Electronics,Mumbai Store,80000,25,2000000
2022-08-26,iPhone 14,Electronics,Chandigarh Store,80000,38,3040000
2022-08-26,Samsung TV,Electronics,Delhi Store,50000,35,1750000
2022-08-26,Samsung TV,Electronics,Mumbai Store,50000,28,1400000
2022-08-26,Samsung TV,Electronics,Chandigarh Store,50000,34,1700000
2022-08-26,Nike Shoes,Fashion,Delhi Store,5000,44,220000
2022-08-26,Nike Shoes,Fashion,Mumbai Store,5000,19,95000
2022-08-26,Nike Shoes,Fashion,Chandigarh Store,5000,23,115000
2022-08-26,Levi Jeans,Fashion,Delhi Store,3000,43,129000
2022-08-26,Levi Jeans,Fashion,Mumbai Store,3000,39,117000
2022-08-26,Levi Jeans,Fashion,Chandigarh Store,3000,17,51000
2022-08-26,Milk 1L,Grocery,Delhi Store,60,22,1320
2022-08-26,Milk 1L,Grocery,Mumbai Store,60,11,660
2022-08-26,Milk 1L,Grocery,Chandigarh Store,60,32,1920
2022-08-26,Bread,Grocery,Delhi Store,40,26,1040
2022-08-26,Bread,Grocery,Mumbai Store,40,21,840
2022-08-26,Bread,Grocery,Chandigarh Store,40,48,1920
2022-08-26,Washing Machine,Appliances,Delhi Store,25000,32,800000
2022-08-26,Washing Machine,Appliances,Mumbai Store,25000,32,800000
2022-08-26,Washing Machine,Appliances,Chandigarh Store,25000,9,225000
2022-08-26,Laptop HP,Electronics,Delhi Store,60000,12,720000
2022-08-26,Laptop HP,Electronics,Mumbai Store,60000,52,3120000
2022-08-26,Laptop HP,Electronics,Chandigarh Store,60000,32,1920000
2022-08-27,iPhone 14,Electronics,Delhi Store,80000,31,2480000
2022-08-27,iPhone 14,Electronics,Mumbai Store,80000,38,3040000
2022-08-27,iPhone 14,Electronics,Chandigarh Store,80000,20,1600000
2022-08-27,Samsung TV,Electronics,Delhi Store,50000,27,1350000
2022-08-27,Samsung TV,Electronics,Mumbai Store,50000,49,2450000
2022-08-27,Samsung TV,Electronics,Chandigarh Store,50000,17,850000
2022-08-27,Nike Shoes,Fashion,Delhi Store,5000,48,240000
2022-08-27,Nike Shoes,Fashion,Mumbai Store,5000,40,200000
2022-08-27,Nike Shoes,Fashion,Chandigarh Store,5000,16,80000
2022-08-27,Levi Jeans,Fashion,Delhi Store,3000,53,159000
2022-08-27,Levi Jeans,Fashion,Mumbai Store,3000,61,183000
2022-08-27,Levi Jeans,Fashion,Chandigarh Store,3000,47,141000
2022-08-27,Milk 1L,Grocery,Delhi Store,60,34,2040
2022-08-27,Milk 1L,Grocery,Mumbai Store,60,34,2040
2022-08-27,Milk 1L,Grocery,Chandigarh Store,60,25,1500
2022-08-27,Bread,Grocery,Delhi Store,40,24,960
2022-08-27,Bread,Grocery,Mumbai Store,40,46,1840
2022-08-27,Bread,Grocery,Chandigarh Store,40,44,1760
2022-08-27,Washing Machine,Appliances,Delhi Store,25000,63,1575000
2022-08-27,Washing Machine,Appliances,Mumbai Store,25000,28,700000
2022-08-27,Washing Machine,Appliances,Chandigarh Store,25000,42,1050000
2022-08-27,Laptop HP,Electronics,Delhi Store,60000,54,3240000
2022-08-27,Laptop HP,Electronics,Mumbai Store,60000,62,3720000
2022-08-27,Laptop HP,Electronics,Chandigarh Store,60000,52,3120000
2022-08-28,iPhone 14,Electronics,Delhi Store,80000,22,1760000
2022-08-28,iPhone 14,Electronics,Mumbai Store,80000,57,4560000
2022-08-28,iPhone 14,Electronics,Chandigarh Store,80000,34,2720000
2022-08-28,Samsung TV,Electronics,Delhi Store,50000,27,1350000
2022-08-28,Samsung TV,Electronics,Mumbai Store,50000,27,1350000
2022-08-28,Samsung TV,Electronics,Chandigarh Store,50000,52,2600000
2022-08-28,Nike Shoes,Fashion,Delhi Store,5000,28,140000
2022-08-28,Nike Shoes,Fashion,Mumbai Store,5000,34,170000
2022-08-28,Nike Shoes,Fashion,Chandigarh Store,5000,35,175000
2022-08-28,Levi Jeans,Fashion,Delhi Store,3000,33,99000
2022-08-28,Levi Jeans,Fashion,Mumbai Store,3000,52,156000
2022-08-28,Levi Jeans,Fashion,Chandigarh Store,3000,38,114000
2022-08-28,Milk 1L,Grocery,Delhi Store,60,19,1140
2022-08-28,Milk 1L,Grocery,Mumbai Store,60,56,3360
2022-08-28,Milk 1L,Grocery,Chandigarh Store,60,26,1560
2022-08-28,Bread,Grocery,Delhi Store,40,42,1680
2022-08-28,Bread,Grocery,Mumbai Store,40,54,2160
2022-08-28,Bread,Grocery,Chandigarh Store,40,21,840
2022-08-28,Washing Machine,Appliances,Delhi Store,25000,42,1050000
2022-08-28,Washing Machine,Appliances,Mumbai Store,25000,24,600000
2022-08-28,Washing Machine,Appliances,Chandigarh Store,25000,23,575000
2022-08-28,Laptop HP,Electronics,Delhi Store,60000,53,3180000
2022-08-28,Laptop HP,Electronics,Mumbai Store,60000,40,2400000
2022-08-28,Laptop HP,Electronics,Chandigarh Store,60000,56,3360000
2022-08-29,iPhone 14,Electronics,Delhi Store,80000,21,1680000
2022-08-29,iPhone 14,Electronics,Mumbai Store,80000,17,1360000
2022-08-29,iPhone 14,Electronics,Chandigarh Store,80000,32,2560000
2022-08-29,Samsung TV,Electronics,Delhi Store,50000,43,2150000
2022-08-29,Samsung TV,Electronics,Mumbai Store,50000,22,1100000
2022-08-29,Samsung TV,Electronics,Chandigarh Store,50000,17,850000
2022-08-29,Nike Shoes,Fashion,Delhi Store,5000,19,95000
2022-08-29,Nike Shoes,Fashion,Mumbai Store,5000,7,35000
2022-08-29,Nike Shoes,Fashion,Chandigarh Store,5000,20,100000
2022-08-29,Levi Jeans,Fashion,Delhi Store,3000,47,141000
2022-08-29,Levi Jeans,Fashion,Mumbai Store,3000,20,60000
2022-08-29,Levi Jeans,Fashion,Chandigarh Store,3000,12,36000
2022-08-29,Milk 1L,Grocery,Delhi Store,60,25,1500
2022-08-29,Milk 1L,Grocery,Mumbai Store,60,21,1260
2022-08-29,Milk 1L,Grocery,Chandigarh Store,60,18,1080
2022-08-29,Bread,Grocery,Delhi Store,40,39,1560
2022-08-29,Bread,Grocery,Mumbai Store,40,41,1640
2022-08-29,Bread,Grocery,Chandigarh Store,40,30,1200
2022-08-29,Washing Machine,Appliances,Delhi Store,25000,28,700000
2022-08-29,Washing Machine,Appliances,Mumbai Store,25000,49,1225000
2022-08-29,Washing Machine,Appliances,Chandigarh Store,25000,42,1050000
2022-08-29,Laptop HP,Electronics,Delhi Store,60000,44,2640000
2022-08-29,Laptop HP,Electronics,Mumbai Store,60000,45,2700000
2022-08-29,Laptop HP,Electronics,Chandigarh Store,60000,28,1680000
2022-08-30,iPhone 14,Electronics,Delhi Store,80000,24,1920000
2022-08-30,iPhone 14,Electronics,Mumbai Store,80000,38,3040000
2022-08-30,iPhone 14,Electronics,Chandigarh Store,80000,9,720000
2022-08-30,Samsung TV,Electronics,Delhi Store,50000,30,1500000
2022-08-30,Samsung TV,Electronics,Mumbai Store,50000,16,800000
2022-08-30,Samsung TV,Electronics,Chandigarh Store,50000,35,1750000
2022-08-30,Nike Shoes,Fashion,Delhi Store,5000,13,65000
2022-08-30,Nike Shoes,Fashion,Mumbai Store,5000,19,95000
2022-08-30,Nike Shoes,Fashion,Chandigarh Store,5000,22,110000
2022-08-30,Levi Jeans,Fashion,Delhi Store,3000,44,132000
2022-08-30,Levi Jeans,Fashion,Mumbai Store,3000,36,108000
2022-08-30,Levi Jeans,Fashion,Chandigarh Store,3000,26,78000
2022-08-30,Milk 1L,Grocery,Delhi Store,60,33,1980
2022-08-30,Milk 1L,Grocery,Mumbai Store,60,38,2280
2022-08-30,Milk 1L,Grocery,Chandigarh Store,60,29,1740
2022-08-30,Bread,Grocery,Delhi Store,40,33,1320
2022-08-30,Bread,Grocery,Mumbai Store,40,44,1760
2022-08-30,Bread,Grocery,Chandigarh Store,40,39,1560
2022-08-30,Washing Machine,Appliances,Delhi Store,25000,49,1225000
2022-08-30,Washing Machine,Appliances,Mumbai Store,25000,29,725000
2022-08-30,Washing Machine,Appliances,Chandigarh Store,25000,21,525000
2022-08-30,Laptop HP,Electronics,Delhi Store,60000,20,1200000
2022-08-30,Laptop HP,Electronics,Mumbai Store,60000,27,1620000
2022-08-30,Laptop HP,Electronics,Chandigarh Store,60000,18,1080000
2022-08-31,iPhone 14,Electronics,Delhi Store,80000,19,1520000
2022-08-31,iPhone 14,Electronics,Mumbai Store,80000,37,2960000
2022-08-31,iPhone 14,Electronics,Chandigarh Store,80000,15,1200000
2022-08-31,Samsung TV,Electronics,Delhi Store,50000,26,1300000
2022-08-31,Samsung TV,Electronics,Mumbai Store,50000,22,1100000
2022-08-31,Samsung TV,Electronics,Chandigarh Store,50000,11,550000
2022-08-31,Nike Shoes,Fashion,Delhi Store,5000,24,120000
2022-08-31,Nike Shoes,Fashion,Mumbai Store,5000,13,65000
2022-08-31,Nike Shoes,Fashion,Chandigarh Store,5000,46,230000
2022-08-31,Levi Jeans,Fashion,Delhi Store,3000,22,66000
2022-08-31,Levi Jeans,Fashion,Mumbai Store,3000,43,129000
2022-08-31,Levi Jeans,Fashion,Chandigarh Store,3000,41,123000
2022-08-31,Milk 1L,Grocery,Delhi Store,60,18,1080
2022-08-31,Milk 1L,Grocery,Mumbai Store,60,41,2460
2022-08-31,Milk 1L,Grocery,Chandigarh Store,60,25,1500
2022-08-31,Bread,Grocery,Delhi Store,40,14,560
2022-08-31,Bread,Grocery,Mumbai Store,40,44,1760
2022-08-31,Bread,Grocery,Chandigarh Store,40,19,760
2022-08-31,Washing Machine,Appliances,Delhi Store,25000,40,1000000
2022-08-31,Washing Machine,Appliances,Mumbai Store,25000,41,1025000
2022-08-31,Washing Machine,Appliances,Chandigarh Store,25000,38,950000
2022-08-31,Laptop HP,Electronics,Delhi Store,60000,50,3000000
2022-08-31,Laptop HP,Electronics,Mumbai Store,60000,11,660000
2022-08-31,Laptop HP,Electronics,Chandigarh Store,60000,27,1620000
2022-09-01,iPhone 14,Electronics,Delhi Store,80000,12,960000
2022-09-01,iPhone 14,Electronics,Mumbai Store,80000,42,3360000
2022-09-01,iPhone 14,Electronics,Chandigarh Store,80000,38,3040000
2022-09-01,Samsung TV,Electronics,Delhi Store,50000,32,1600000
2022-09-01,Samsung TV,Electronics,Mumbai Store,50000,28,1400000
2022-09-01,Samsung TV,Electronics,Chandigarh Store,50000,34,1700000
2022-09-01,Nike Shoes,Fashion,Delhi Store,5000,27,135000
2022-09-01,Nike Shoes,Fashion,Mumbai Store,5000,21,105000
2022-09-01,Nike Shoes,Fashion,Chandigarh Store,5000,10,50000
2022-09-01,Levi Jeans,Fashion,Delhi Store,3000,12,36000
2022-09-01,Levi Jeans,Fashion,Mumbai Store,3000,26,78000
2022-09-01,Levi Jeans,Fashion,Chandigarh Store,3000,12,36000
2022-09-01,Milk 1L,Grocery,Delhi Store,60,23,1380
2022-09-01,Milk 1L,Grocery,Mumbai Store,60,44,2640
2022-09-01,Milk 1L,Grocery,Chandigarh Store,60,39,2340
2022-09-01,Bread,Grocery,Delhi Store,40,45,1800
2022-09-01,Bread,Grocery,Mumbai Store,40,37,1480
2022-09-01,Bread,Grocery,Chandigarh Store,40,11,440
2022-09-01,Washing Machine,Appliances,Delhi Store,25000,13,325000
2022-09-01,Washing Machine,Appliances,Mumbai Store,25000,41,1025000
2022-09-01,Washing Machine,Appliances,Chandigarh Store,25000,20,500000
2022-09-01,Laptop HP,Electronics,Delhi Store,60000,16,960000
2022-09-01,Laptop HP,Electronics,Mumbai Store,60000,34,2040000
2022-09-01,Laptop HP,Electronics,Chandigarh Store,60000,36,2160000
2022-09-02,iPhone 14,Electronics,Delhi Store,80000,22,1760000
2022-09-02,iPhone 14,Electronics,Mumbai Store,80000,24,1920000
2022-09-02,iPhone 14,Electronics,Chandigarh Store,80000,50,4000000
2022-09-02,Samsung TV,Electronics,Delhi Store,50000,14,700000
2022-09-02,Samsung TV,Electronics,Mumbai Store,50000,36,1800000
2022-09-02,Samsung TV,Electronics,Chandigarh Store,50000,18,900000
2022-09-02,Nike Shoes,Fashion,Delhi Store,5000,21,105000
2022-09-02,Nike Shoes,Fashion,Mumbai Store,5000,37,185000
2022-09-02,Nike Shoes,Fashion,Chandigarh Store,5000,31,155000
2022-09-02,Levi Jeans,Fashion,Delhi Store,3000,46,138000
2022-09-02,Levi Jeans,Fashion,Mumbai Store,3000,35,105000
2022-09-02,Levi Jeans,Fashion,Chandigarh Store,3000,24,72000
2022-09-02,Milk 1L,Grocery,Delhi Store,60,10,600
2022-09-02,Milk 1L,Grocery,Mumbai Store,60,45,2700
2022-09-02,Milk 1L,Grocery,Chandigarh Store,60,42,2520
2022-09-02,Bread,Grocery,Delhi Store,40,53,2120
2022-09-02,Bread,Grocery,Mumbai Store,40,51,2040
2022-09-02,Bread,Grocery,Chandigarh Store,40,28,1120
2022-09-02,Washing Machine,Appliances,Delhi Store,25000,18,450000
2022-09-02,Washing Machine,Appliances,Mumbai Store,25000,32,800000
2022-09-02,Washing Machine,Appliances,Chandigarh Store,25000,40,1000000
2022-09-02,Laptop HP,Electronics,Delhi Store,60000,39,2340000
2022-09-02,Laptop HP,Electronics,Mumbai Store,60000,43,2580000
2022-09-02,Laptop HP,Electronics,Chandigarh Store,60000,20,1200000
2022-09-03,iPhone 14,Electronics,Delhi Store,80000,24,1920000
2022-09-03,iPhone 14,Electronics,Mumbai Store,80000,28,2240000
2022-09-03,iPhone 14,Electronics,Chandigarh Store,80000,32,2560000
2022-09-03,Samsung TV,Electronics,Delhi Store,50000,25,1250000
2022-09-03,Samsung TV,Electronics,Mumbai Store,50000,25,1250000
2022-09-03,Samsung TV,Electronics,Chandigarh Store,50000,57,2850000
2022-09-03,Nike Shoes,Fashion,Delhi Store,5000,48,240000
2022-09-03,Nike Shoes,Fashion,Mumbai Store,5000,42,210000
2022-09-03,Nike Shoes,Fashion,Chandigarh Store,5000,46,230000
2022-09-03,Levi Jeans,Fashion,Delhi Store,3000,25,75000
2022-09-03,Levi Jeans,Fashion,Mumbai Store,3000,39,117000
2022-09-03,Levi Jeans,Fashion,Chandigarh Store,3000,19,57000
2022-09-03,Milk 1L,Grocery,Delhi Store,60,42,2520
2022-09-03,Milk 1L,Grocery,Mumbai Store,60,54,3240
2022-09-03,Milk 1L,Grocery,Chandigarh Store,60,36,2160
2022-09-03,Bread,Grocery,Delhi Store,40,38,1520
2022-09-03,Bread,Grocery,Mumbai Store,40,42,1680
2022-09-03,Bread,Grocery,Chandigarh Store,40,34,1360
2022-09-03,Washing Machine,Appliances,Delhi Store,25000,34,850000
2022-09-03,Washing Machine,Appliances,Mumbai Store,25000,23,575000
2022-09-03,Washing Machine,Appliances,Chandigarh Store,25000,21,525000
2022-09-03,Laptop HP,Electronics,Delhi Store,60000,26,1560000
2022-09-03,Laptop HP,Electronics,Mumbai Store,60000,26,1560000
2022-09-03,Laptop HP,Electronics,Chandigarh Store,60000,22,1320000
2022-09-04,iPhone 14,Electronics,Delhi Store,80000,46,3680000
2022-09-04,iPhone 14,Electronics,Mumbai Store,80000,35,2800000
2022-09-04,iPhone 14,Electronics,Chandigarh Store,80000,39,3120000
2022-09-04,Samsung TV,Electronics,Delhi Store,50000,51,2550000
2022-09-04,Samsung TV,Electronics,Mumbai Store,50000,35,1750000
2022-09-04,Samsung TV,Electronics,Chandigarh Store,50000,20,1000000
2022-09-04,Nike Shoes,Fashion,Delhi Store,5000,61,305000
2022-09-04,Nike Shoes,Fashion,Mumbai Store,5000,30,150000
2022-09-04,Nike Shoes,Fashion,Chandigarh Store,5000,36,180000
2022-09-04,Levi Jeans,Fashion,Delhi Store,3000,54,162000
2022-09-04,Levi Jeans,Fashion,Mumbai Store,3000,21,63000
2022-09-04,Levi Jeans,Fashion,Chandigarh Store,3000,34,102000
2022-09-04,Milk 1L,Grocery,Delhi Store,60,42,2520
2022-09-04,Milk 1L,Grocery,Mumbai Store,60,55,3300
2022-09-04,Milk 1L,Grocery,Chandigarh Store,60,31,1860
2022-09-04,Bread,Grocery,Delhi Store,40,57,2280
2022-09-04,Bread,Grocery,Mumbai Store,40,59,2360
2022-09-04,Bread,Grocery,Chandigarh Store,40,43,1720
2022-09-04,Washing Machine,Appliances,Delhi Store,25000,32,800000
2022-09-04,Washing Machine,Appliances,Mumbai Store,25000,49,1225000
2022-09-04,Washing Machine,Appliances,Chandigarh Store,25000,41,1025000
2022-09-04,Laptop HP,Electronics,Delhi Store,60000,48,2880000
2022-09-04,Laptop HP,Electronics,Mumbai Store,60000,44,2640000
2022-09-04,Laptop HP,Electronics,Chandigarh Store,60000,50,3000000
2022-09-05,iPhone 14,Electronics,Delhi Store,80000,11,880000
2022-09-05,iPhone 14,Electronics,Mumbai Store,80000,33,2640000
2022-09-05,iPhone 14,Electronics,Chandigarh Store,80000,15,1200000
2022-09-05,Samsung TV,Electronics,Delhi Store,50000,12,600000
2022-09-05,Samsung TV,Electronics,Mumbai Store,50000,32,1600000
2022-09-05,Samsung TV,Electronics,Chandigarh Store,50000,48,2400000
2022-09-05,Nike Shoes,Fashion,Delhi Store,5000,43,215000
2022-09-05,Nike Shoes,Fashion,Mumbai Store,5000,46,230000
2022-09-05,Nike Shoes,Fashion,Chandigarh Store,5000,26,130000
2022-09-05,Levi Jeans,Fashion,Delhi Store,3000,13,39000
2022-09-05,Levi Jeans,Fashion,Mumbai Store,3000,31,93000
2022-09-05,Levi Jeans,Fashion,Chandigarh Store,3000,14,42000
2022-09-05,Milk 1L,Grocery,Delhi Store,60,41,2460
2022-09-05,Milk 1L,Grocery,Mumbai Store,60,15,900
2022-09-05,Milk 1L,Grocery,Chandigarh Store,60,27,1620
2022-09-05,Bread,Grocery,Delhi Store,40,14,560
2022-09-05,Bread,Grocery,Mumbai Store,40,24,960
2022-09-05,Bread,Grocery,Chandigarh Store,40,47,1880
2022-09-05,Washing Machine,Appliances,Delhi Store,25000,31,775000
2022-09-05,Washing Machine,Appliances,Mumbai Store,25000,14,350000
2022-09-05,Washing Machine,Appliances,Chandigarh Store,25000,36,900000
2022-09-05,Laptop HP,Electronics,Delhi Store,60000,48,2880000
2022-09-05,Laptop HP,Electronics,Mumbai Store,60000,12,720000
2022-09-05,Laptop HP,Electronics,Chandigarh Store,60000,32,1920000
2022-09-06,iPhone 14,Electronics,Delhi Store,80000,42,3360000
2022-09-06,iPhone 14,Electronics,Mumbai Store,80000,16,1280000
2022-09-06,iPhone 14,Electronics,Chandigarh Store,80000,46,3680000
2022-09-06,Samsung TV,Electronics,Delhi Store,50000,25,1250000
2022-09-06,Samsung TV,Electronics,Mumbai Store,50000,19,950000
2022-09-06,Samsung TV,Electronics,Chandigarh Store,50000,10,500000
2022-09-06,Nike Shoes,Fashion,Delhi Store,5000,11,55000
2022-09-06,Nike Shoes,Fashion,Mumbai Store,5000,36,180000
2022-09-06,Nike Shoes,Fashion,Chandigarh Store,5000,21,105000
2022-09-06,Levi Jeans,Fashion,Delhi Store,3000,18,54000
2022-09-06,Levi Jeans,Fashion,Mumbai Store,3000,15,45000
2022-09-06,Levi Jeans,Fashion,Chandigarh Store,3000,26,78000
2022-09-06,Milk 1L,Grocery,Delhi Store,60,23,1380
2022-09-06,Milk 1L,Grocery,Mumbai Store,60,36,2160
2022-09-06,Milk 1L,Grocery,Chandigarh Store,60,31,1860
2022-09-06,Bread,Grocery,Delhi Store,40,49,1960
2022-09-06,Bread,Grocery,Mumbai Store,40,44,1760
